X_Type,Y_Type,Num_Entries_X,Num_Entries_Y,Normalized Range (X),Normalized Range (Y),Num_Unique_X,Num_Unique_Y,Has_None_X,Num_None_X,Percentage_None_X,Has_None_Y,Num_None_Y,Percentage_None_Y,Normalized Mean (X),Normalized Median (X),Sample Variance (X),Sample Standard Deviation (X),Coefficient of Variation (X),Minimum Value (X),Maximum Value (X),Normalized Mean (Y),Normalized Median (Y),Sample Variance (Y),Sample Standard Deviation (Y),Coefficient of Variation (Y),Minimum Value (Y),Maximum Value (Y),Mean C (X),Median C (X),Min C (X),Max C (X),Std C (X),Unique C (X),Mean C (Y),Median C (Y),Min C (Y),Max C (Y),Std C (Y),Unique C (Y),Num Identical Elements,Has Shared Elements,Percent Shared Elements,Identical,Num Shared Unique Elements,Has Shared Unique Elements,Percent Shared Unique Elements,Identical Unique,Correlation Value,Correlation P,Ks Statistic,Ks P,Correlation Significant 005,Ks Significant 005,Q Entropy (X),Q Entropy (Y),C Entropy (X),C Entropy (Y),Perc Mode (X),Perc Mode (Y),Kurtosis (X),Skewness (X),Kurtosis (Y),Skewness (Y),% Outliers (1.5 IQR) (X),% Outliers (3 IQR) (X),% Outliers (1-99 Percentile) (X),% Outliers (3 Std Dev) (X),Has Outliers (1.5 IQR) (X),Has Outliers (3 IQR) (X),Has Outliers (1-99 Percentile) (X),Has Outliers (3 Std Dev) (X),% Outliers (1.5 IQR) (Y),% Outliers (3 IQR) (Y),% Outliers (1-99 Percentile) (Y),% Outliers (3 Std Dev) (Y),Has Outliers (1.5 IQR) (Y),Has Outliers (3 IQR) (Y),Has Outliers (1-99 Percentile) (Y),Has Outliers (3 Std Dev) (Y),Sortedness (X),Is Sorted (X),Sortedness (Y),Is Sorted (Y),Plot_Type
q,c,23,23,5.020783690759862,,22,23,False,0,0.0,False,0,0.0,0.19797153864297506,0.14647377938517178,147414.41965973534,383.9458551146702,0.002227969172668419,10.0,1659.0,,,,,,,,,,,,,,9.869565217391305,7.0,4.0,27.0,6.562769483169812,23.0,0,False,0.0,0.0,0,False,0.0,False,0.0,0.0,0.0,0.0,False,False,2.571681290302344,,,3.1354942159291497,,0.043478260869565216,4.04558044758958,1.9877308866273578,,,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,True,True,True,True,,,,,,,,,0.5625475717364732,False,,False,bar
q,q,10,10,-73.74471408802003,2.23,10,10,False,0,0.0,False,0,0.0,-0.02787661816515568,-0.027876618165155666,2.950989750566772,1.7178445070980004,-0.024734366317771855,-2.764335967318428,2.618354244337411,0.43478260869565216,0.3673913043478261,6294.4,79.33725480504098,0.015887137773258772,7.0,230.0,,,,,,,,,,,,,0,False,0.0,0.0,0,False,0.0,False,0.06099730634063874,0.8670637402375125,1.0,1.0825088224469026e-05,False,True,1.4066762413320257,1.9576906242120713,,,,,-1.2242424242424244,-2.1024705015316267e-16,-1.3625450069609406,0.3553078857038713,0.9,0.9,0.9,0.9,True,True,True,False,0.9,0.9,0.9,0.9,True,True,True,False,1.0,True,0.09570411794611083,False,bar
c,q,4,4,,0.8055367336679384,4,4,False,0,0.0,False,0,0.0,,,,,,,,0.6734725822953154,0.6181986166691709,0.031159870770983634,0.1765215872662141,17.83231789280491,0.3774575094314966,0.8250561874295401,1.0,1.0,1.0,1.0,0.0,4.0,,,,,,,0,False,0.0,0.0,0,False,0.0,False,0.0,0.0,0.0,0.0,False,False,,1.3373661278458355,1.3862943611198906,,0.25,,,,-1.2963826466061568,0.5224870085315962,,,,,,,,,0.75,0.75,0.75,0.75,True,True,True,False,,True,0.7121171858378947,False,bar
q,q,24,24,2.0,2.166682241968612,24,24,False,0,0.0,False,0,0.0,0.5,0.5,47.916666666666664,6.922186552431729,0.24000000000000002,0.0,23.0,0.3976006387755748,0.30165069727729815,137888354.58159724,11742.587218394303,0.00015197470250662794,7301.0,52705.0,,,,,,,,,,,,,0,False,0.0,0.0,0,False,0.0,False,0.3380418360636361,0.10617504211639331,1.0,6.202011224319715e-14,False,True,2.9622253154166778,3.040831156019043,,,,,-1.204173913043478,0.0,0.7390316036617133,1.3277414553436675,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,True,True,True,False,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,True,True,True,False,0.9999999999999999,True,0.6131066077923892,False,bar
q,q,23,23,0.4428662248425891,1.3723756906077336,23,19,False,0,0.0,False,0,0.0,0.8193961407167496,0.8192150667788196,2.8755992161902366,1.6957591857897267,4.405779092348624,9.850911974623315,15.461697065820776,0.5872809863724858,0.5223880597014929,1.1728477310097192,1.0829809467436253,2.0645516193219997,0.8000000000000007,4.123076923076923,,,,,,,,,,,,,0,False,0.0,0.0,0,False,0.0,False,0.7086739310689573,0.00015380283876291308,1.0,2.429121062858555e-13,True,True,3.1264863472999505,3.0343154977710425,,,,,-1.2151880733352713,-0.004104934560766326,-1.346835349483708,0.29652876546109436,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,True,True,True,False,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,True,True,True,False,1.0,True,0.693396974986877,False,bar
c,q,20,20,,5.696183350696089,20,20,False,0,0.0,False,0,0.0,,,,,,,,0.16394944413390472,0.10137569095087262,40955787.55,6399.670893881966,0.00012890730018448883,2129.0,32202.0,15.1,15.5,5.0,24.0,4.988987873306569,20.0,,,,,,,0,False,0.0,0.0,0,False,0.0,False,0.0,0.0,0.0,0.0,False,False,,2.5960618983841246,2.9957322735539904,,0.05,,,,12.68223708536464,3.6799921483084317,,,,,,,,,0.95,0.95,0.95,0.95,True,True,True,True,,False,0.223752521882588,False,bar
q,c,52,52,1.36505077322998,,52,52,False,0,0.0,False,0,0.0,0.5171403722540086,0.46223599632690543,1852984.0277366864,1361.2435593003504,0.0024313900474252446,2562.0,8712.0,,,,,,,,,,,,,,8.692307692307692,8.0,4.0,20.0,3.0225973391366923,52.0,0,False,0.0,0.0,0,False,0.0,False,0.0,0.0,0.0,0.0,False,False,3.9091201885872064,,,3.951243718581428,,0.019230769230769232,1.4729006051840585,1.2497619834875575,,,0.9807692307692307,0.9615384615384616,0.9807692307692307,0.9807692307692307,True,True,True,True,,,,,,,,,0.9665773614572053,False,,False,bar
d,q,24,24,,1.211726384364821,24,23,False,0,0.0,False,0,0.0,,,,,,,,0.6526360544217686,0.711734693877551,22.406597222222228,4.733560733974185,0.5708884102214438,4.1,19.6,19.0,19.0,19.0,19.0,0.0,24.0,,,,,,,0,False,0.0,0.0,0,False,0.0,False,0.0,0.0,0.0,0.0,False,False,,3.100555446409961,3.1780538303479453,,0.041666666666666664,,,,-0.9800691194771445,-0.5222478496446517,,,,,,,,,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,True,True,True,False,,,0.24498303141125966,False,bar
q,q,3,3,1.0,1.3333333333333333,3,3,False,0,0.0,False,0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.816496580927726,3.0,1.0,3.0,0.6,0.6,2.6666666666666665,1.632993161855452,1.125,1.0,5.0,,,,,,,,,,,,,0,False,0.0,0.0,2,True,0.6666666666666666,False,0.4999999999999999,0.6666666666666669,0.3333333333333333,1.0,False,False,1.0114042647073518,0.9368883075390159,,,,,-1.5,0.0,-1.5,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,True,True,True,False,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,True,True,True,False,0.9999999999999998,True,0.4999999999999999,False,bar
q,q,57,57,0.028169014084507043,1.899659559218778,57,55,False,0,0.0,False,0,0.0,0.9861111111111112,0.9861111111111112,270.6666666666667,16.451950239004088,7.344827586206896,1960.0,2016.0,0.46185038066865275,0.4693396226415094,6680.214835333948,81.73258123498822,0.029314111331828055,52.0,424.0,,,,,,,,,,,,,0,False,0.0,0.0,0,False,0.0,False,0.4602740583395839,0.0003152226905089755,1.0,1.2914429985198208e-33,True,True,4.043017024114461,3.954727496470361,,,,,-1.200738916256158,0.0,0.390150446515261,0.5440873213304461,0.9824561403508771,0.9649122807017544,0.9824561403508771,0.9824561403508771,True,True,True,False,0.9824561403508771,0.9649122807017544,0.9824561403508771,0.9824561403508771,True,True,True,False,0.9999999999999999,True,0.374697072219531,False,bar
c,q,207,207,,23.76047824251282,207,178,False,0,0.0,False,0,0.0,,,,,,,,0.04208654481507523,0.0029860969892864407,1043802959.1547059,32307.93956838947,1.1301765646146556e-05,1.0,280299.0,17.17874396135266,17.0,3.0,39.0,7.696660444455514,207.0,,,,,,,0,False,0.0,0.0,0,False,0.0,False,0.0,0.0,0.0,0.0,False,False,,3.7248871180935708,5.33271879326537,,0.004830917874396135,,,,29.437264118529598,4.907834596932484,,,,,,,,,0.966183574879227,0.966183574879227,0.966183574879227,0.966183574879227,True,True,True,True,,False,0.13294847548880168,False,bar
c,q,10,10,,2.5917833836109296,10,10,False,0,0.0,False,0,0.0,,,,,,,,0.33398548534327704,0.1845325405066423,44968696412.389786,212058.2382563568,5.726892139329284e-06,103619.79,771084.03,9.9,8.5,3.0,20.0,4.437341546466759,10.0,,,,,,,0,False,0.0,0.0,0,False,0.0,False,0.0,0.0,0.0,0.0,False,False,,2.0268790951609743,2.3025850929940455,,0.1,,,,0.818321711246897,1.4834921107134336,,,,,,,,,0.9,0.9,0.9,0.9,True,True,True,False,,False,0.4780606742512177,False,bar
d,q,20,20,,2.6256231700561843,20,19,False,0,0.0,False,0,0.0,,,,,,,,0.36313218390804597,0.29224137931034483,212387.52750000003,460.85521316352714,0.002974986372493083,81.0,1740.0,19.0,19.0,19.0,19.0,0.0,20.0,,,,,,,0,False,0.0,0.0,0,False,0.0,False,0.0,0.0,0.0,0.0,False,False,,2.7410325164281826,2.9957322735539904,,0.05,,,,0.1597019967807678,0.9807991402447355,,,,,,,,,0.9,0.9,0.9,0.9,True,True,True,False,,,0.9868219662757738,False,bar
q,q,10,10,2.0,1.717161128287501,10,10,False,0,0.0,False,0,0.0,0.5,0.5,8.25,2.8722813232690143,0.5454545454545454,0.0,9.0,0.5445310335666789,0.6413324774003184,0.11023875309777623,0.3320222177773292,4.879493156978895,0.06416261873771312,0.9878394585725976,,,,,,,,,,,,,0,False,0.0,0.0,0,False,0.0,False,0.5490205706072786,0.10025056611394666,0.9,0.00021650176448938054,False,True,2.0498407203926647,2.073759843349779,,,,,-1.2242424242424244,0.0,-1.4780820260413579,-0.19487323720936495,0.9,0.9,0.9,0.9,True,True,True,False,0.9,0.9,0.9,0.9,True,True,True,False,1.0,True,0.5214684409540755,False,bar
c,q,5,5,,0.5288461538461539,5,5,False,0,0.0,False,0,0.0,,,,,,,,0.8320000000000001,0.88,14.16,3.7629775444453557,1.4689265536723164,14.0,25.0,9.0,9.0,9.0,9.0,0.0,5.0,,,,,,,0,False,0.0,0.0,0,False,0.0,False,0.0,0.0,0.0,0.0,False,False,,1.5919616236831817,1.6094379124341005,,0.2,,,,-0.531025567365699,-0.8575971038762761,,,,,,,,,0.8,0.8,0.8,0.8,True,True,True,False,,True,0.3926553672316384,False,bar
q,c,50,50,1.4635178276087544,,50,50,False,0,0.0,False,0,0.0,0.4901874934534408,0.4467895674033728,2198459.2276,1482.7202121776043,0.00212868173366528,2698.0,9547.0,,,,,,,,,,,,,,8.38,8.0,4.0,14.0,2.6824615561084935,50.0,0,False,0.0,0.0,0,False,0.0,False,0.0,0.0,0.0,0.0,False,False,3.8664168995488004,,,3.9120230054281455,,0.02,2.212341485653896,1.4277939458698863,,,0.98,0.96,0.98,0.98,True,True,True,True,,,,,,,,,0.9741339028324493,False,,False,bar
c,q,10,10,,1.831645429566278,10,10,False,0,0.0,False,0,0.0,,,,,,,,0.4224330334294595,0.3150150141407285,9855604691.325804,99275.39821791602,1.855013768570766e-05,97918.75,432785.34,21.8,18.5,9.0,42.0,11.408768557561329,10.0,,,,,,,0,False,0.0,0.0,0,False,0.0,False,0.0,0.0,0.0,0.0,False,False,,2.1773496227960187,2.3025850929940455,,0.1,,,,1.2292902761936926,1.5099817287539055,,,,,,,,,0.9,0.9,0.9,0.9,True,True,True,False,,False,0.5669335444688267,False,bar
c,q,7,7,,2.293103448275862,7,4,False,0,0.0,False,0,0.0,,,,,,,,0.4360902255639098,0.6491228070175439,50155.10204081633,223.95334791160485,0.0049560546875,0.0,570.0,14.714285714285714,16.0,5.0,19.0,4.333071682315172,7.0,,,,,,,0,False,0.0,0.0,0,False,0.0,False,0.0,0.0,0.0,0.0,False,False,,1.3694377545187522,1.945910149055314,,0.14285714285714285,,,,-1.6571581959724426,-0.042152620231572714,,,,,,,,,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,True,True,True,False,,False,0.2118733723958333,False,bar
q,q,5,5,0.5,2.0,5,5,False,0,0.0,False,0,0.0,0.8,0.8,2.0,1.4142135623730951,4.0,6.0,10.0,0.5,0.5,2.0,1.4142135623730951,1.0,0.0,4.0,,,,,,,,,,,,,0,False,0.0,0.0,0,False,0.0,False,1.0,0.0,1.0,0.007936507936507936,True,True,1.5936711461599202,1.2798542258336676,,,,,-1.3,0.0,-1.3,0.0,0.8,0.8,0.8,0.8,True,True,True,False,0.8,0.8,0.8,0.8,True,True,True,False,1.0,True,1.0,True,bar
c,q,5,5,,3.3603351955307263,5,5,False,0,0.0,False,0,0.0,,,,,,,,0.2953795379537954,0.18976897689768976,191594.0,437.71451883619306,0.0018685345052559057,9.0,1212.0,5.8,5.0,4.0,9.0,1.9390719429665317,5.0,,,,,,,0,False,0.0,0.0,0,False,0.0,False,0.0,0.0,0.0,0.0,False,False,,0.9666184014885064,1.6094379124341005,,0.2,,,,0.017609641319919156,1.3208640747433726,,,,,,,,,0.8,0.8,0.8,0.8,True,True,True,False,,False,0.9984926459074918,False,bar
q,q,24,24,2.0,9.123964954134955,24,24,False,0,0.0,False,0,0.0,0.5,0.5,47.916666666666664,6.922186552431729,0.24000000000000002,0.0,23.0,0.10855207515689583,0.0689598706346672,367387189637.743,606124.731089025,9.391810413247077e-07,30434.0,3178595.0,,,,,,,,,,,,,0,False,0.0,0.0,0,False,0.0,False,-0.27127566022949134,0.19976066049355606,1.0,6.202011224319715e-14,False,True,2.9622253154166778,2.4654758941050554,,,,,-1.204173913043478,0.0,16.917438466600846,4.220205756441332,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,True,True,True,False,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,True,True,True,True,0.9999999999999999,True,0.11901442277819778,False,bar
q,q,99,99,-2.2067638174115434e+17,9.405,99,20,False,0,0.0,False,0,0.0,-9.063045098980869e-18,0.0,33.32993231983131,5.77320814797382,-2.6917243943973185e-18,-9.8989898989899,9.8989898989899,0.10632642211589581,0.0,77.00846852362002,8.775446913042094,0.05246700938046533,0.0,38.0,,,,,,,,,,,,,1,True,0.010101010101010102,0.010101010101010102,1,True,0.010101010101010102,False,0.24175147824844803,0.015921015609895228,0.494949494949495,2.2405082590497952e-11,True,True,3.70840800983666,3.0016501148480517,,,,,-1.2002448979591835,-5.967924828828105e-17,4.360782183079855,2.30373583632856,0.9797979797979798,0.9696969696969697,0.9797979797979798,0.9797979797979798,True,True,True,False,0.2828282828282828,0.2828282828282828,0.2828282828282828,0.2828282828282828,True,True,True,True,1.0,True,0.20451136785203244,False,bar
q,q,7,7,1.5,1.6975476839237054,7,7,False,0,0.0,False,0,0.0,0.5714285714285714,0.5714285714285714,4.0,2.0,1.0,1.0,7.0,0.5461309523809524,0.5729166666666666,0.000718530612244898,0.0268054213219061,72.96637127925472,0.007,0.096,,,,,,,,,,,,,0,False,0.0,0.0,0,False,0.0,False,-0.5702471191237124,0.18131217083235676,1.0,0.0005827505827505828,False,True,1.809117864013425,1.790702320694121,,,,,-1.25,0.0,-0.6676542632917748,-0.14678680127906474,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,True,True,True,False,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,True,True,True,False,1.0,True,0.4933253805953193,False,bar
c,q,240,240,,25.726468457924458,240,223,False,0,0.0,False,0,0.0,,,,,,,,0.03887042930501967,0.0021083166699524037,9249381814.396595,96173.70646074007,3.730444804389806e-06,1.0,887675.0,17.154166666666665,17.0,3.0,41.0,7.72423022953672,240.0,,,,,,,0,False,0.0,0.0,0,False,0.0,False,0.0,0.0,0.0,0.0,False,False,,3.8425347519470865,5.48063892334199,,0.004166666666666667,,,,31.65668804723709,5.023335194876721,,,,,,,,,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,True,True,True,True,,False,0.128368274337571,False,bar
q,q,3,3,2.0,0.5342465753424658,3,3,False,0,0.0,False,0,0.0,0.5,0.5,0.6666666666666666,0.816496580927726,1.5,0.0,2.0,0.8111111111111111,0.8666666666666667,29.555555555555554,5.436502143433363,0.8233082706766918,17.0,30.0,,,,,,,,,,,,,0,False,0.0,0.0,0,False,0.0,False,0.3003757045930553,0.8057758866359961,1.0,0.09999999999999999,False,False,0.6365141682948128,1.0724997385815573,,,,,-1.5,0.0,-1.5000000000000004,-0.4310415657281521,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,True,True,True,False,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,True,True,True,False,0.9999999999999998,True,0.08646616541353386,False,bar
c,q,21,21,,1.5110132158590308,21,18,False,0,0.0,False,0,0.0,,,,,,,,0.5591133004926109,0.5344827586206896,190.34013605442178,13.796381266637342,0.17037169406719085,9.0,58.0,6.428571428571429,7.0,3.0,10.0,2.1728065802952066,21.0,,,,,,,0,False,0.0,0.0,0,False,0.0,False,0.0,0.0,0.0,0.0,False,False,,2.9506085305881355,3.0445224377234217,,0.047619047619047616,,,,-0.8738530483072511,0.22779782629150536,,,,,,,,,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9523809523809523,True,True,True,False,,False,0.9849177984274481,False,bar
